WORT,WORTART,NOMEN,VERB_ADJEKTIV,VA INTERPUNKTION
nichte,N,0,0,0
nicken,V,0,0,0
niederlage,N,0,0,0
niedlich,A,0,0,0
niemand,A,0,0,0
niere,N,0,0,0
niete,N,0,0,0
nikotin,N,0,0,0
niveau,N,1,0,0
nonne,N,0,0,0
not,N,0,0,0
notar,N,0,0,0
note,N,0,0,0
notfall,N,0,0,0
notiz,N,0,0,0
notwehr,N,0,0,0
november,N,0,0,0
nuckel,N,0,0,0
nudel,N,0,0,0
nuklear,A,0,0,0
nutzen,V,0,0,0
oase,N,0,0,0
obhut,N,0,0,0
objekt,N,0,0,0
obst,N,0,0,0
ochse,N,0,0,0
ofen,N,0,0,0
offizier,N,0,0,0
öffnen,V,0,0,0
ohnmacht,N,0,0,0
ohrfeige,N,0,0,0
omen,N,0,0,0
onkel,N,0,0,0
oper,N,0,0,0
opfer,N,0,0,0
opfern,V,0,0,0
opium,N,0,0,0
opposition,N,0,0,0
optik,N,0,0,0
optimal,A,0,0,0
optimist,N,0,0,0
orakel,N,0,0,0
orchidee,N,0,0,0
orden,N,0,0,0
ordner,N,0,0,0
ordnung,N,0,0,0
organ,N,0,0,0
orgel,N,0,0,0
orgie,N,0,0,0
orkan,N,0,0,0
osten,N,0,0,0
osterei,N,0,0,0
ostern,N,0,0,0
ozean,N,0,0,0
paar,N,0,0,0
paddel,N,0,0,0
paket,N,0,0,0
pakt,N,0,0,0
palast,N,0,0,0
palme,N,0,0,0
panda,N,0,0,0
panik,N,0,0,0
panisch,A,0,0,0
panne,N,0,0,0
panorama,N,0,0,0
panther,N,0,0,0
panzer,N,0,0,0
papa,N,0,0,0
papagei,N,0,0,0
pappe,N,0,0,0
paprika,N,0,0,0
papst,N,0,0,0
paradies,N,0,0,0
paradox,A,0,0,0
parasit,N,0,0,0
parfum,N,0,0,0
parfüm,N,0,0,0
paris,N,0,0,0
park,N,0,0,0
parlament,N,0,0,0
parole,N,0,0,0
partei,N,0,0,0
partisan,N,0,0,0
partner,N,0,0,0
party,N,0,0,0
passion,N,0,0,0
passiv,A,0,0,0
paste,N,0,0,0
pastor,N,0,0,0
pater,N,0,0,0
patient,N,0,0,0
pause,N,0,0,0
pech,N,0,0,0
pedal,N,0,0,0
pedant,N,0,0,0
pegel,N,0,0,0
pein,N,0,0,0
peiniger,N,0,0,0
peinlich,A,0,0,0
peitsche,N,0,0,0
pelz,N,0,0,0
pendel,N,0,0,0
pensum,N,0,0,0
perfekt,A,0,0,0
perle,N,0,0,0
perser,N,0,0,0
person,N,0,0,0
pervers,A,0,0,0
pest,N,0,0,0
pfaffe,N,0,0,0
pfanne,N,0,0,0
pfarrer,N,0,0,0
pfau,N,0,0,0
pfeife,N,0,0,0
pfeil,N,0,0,0
pferd,N,0,0,0
pfiffig,A,0,0,0
pflaster,N,0,0,0
pflege,N,0,0,0
pflegen,V,0,0,0
pflicht,N,0,0,0
pfote,N,0,0,0
phase,N,0,0,0
phonem,N,0,0,0
photo,N,0,0,0
pilger,N,0,0,0
pille,N,0,0,0
pilot,N,0,0,0
pilz,N,0,0,0
pinsel,N,0,0,0
pinzette,N,0,0,0
piranha,N,0,0,0
pirat,N,0,0,0
piste,N,0,0,0
pistole,N,0,0,0
pizzeria,N,0,0,0
plage,N,0,0,0
plagen,V,0,0,0
plagiat,N,0,0,0
plakat,N,0,0,0
plan,N,0,0,0
planet,N,0,0,0
planlos,A,0,0,0
plantage,N,0,0,0
planvoll,A,0,0,0
plappern,V,0,0,0
platin,N,0,0,0
platte,N,0,0,0
platz,N,0,0,0
platzen,V,0,0,0
plaudern,V,0,0,0
pleite,A,0,0,0
po,N,0,0,0
pochen,V,0,0,0
poesie,N,0,0,0
pointe,N,0,0,0
pokal,N,0,0,0
poker,N,0,0,0
politik,N,1,0,0
polizei,N,0,0,0
polizist,N,0,0,0
polygam,A,0,0,0
pony,N,0,0,0
porree,N,0,0,0
portal,N,0,0,0
porto,N,0,0,0
portwein,N,0,0,0
positiv,A,0,1,0
potenz,N,0,0,0
pracht,N,0,0,0
prahlen,V,0,0,0
praline,N,0,0,0
pranger,N,0,0,0
pranke,N,0,0,0
präsident,N,1,0,0
präsidium,N,0,0,0
prater,N,0,0,0
predigen,V,0,0,0
preis,N,6,0,0
prellung,N,0,0,0
premiere,N,0,0,0
presse,N,0,0,0
prima,A,0,0,0
primitiv,A,0,0,0
prinzessin,N,0,0,0
privileg,N,0,0,0
probe,N,0,0,0
problem,N,1,0,0
produktion,N,1,0,0
professor,N,0,0,0
profi,N,0,0,0
profil,N,0,0,0
profit,N,0,0,0
prognose,N,1,0,0
programm,N,0,0,0
promille,N,0,0,0
prosten,V,0,0,0
protest,N,0,0,0
protzen,V,0,0,0
prozent,N,20,0,0
prunk,N,0,0,0
psyche,N,0,0,0
psychose,N,0,0,0
pudel,N,0,0,0
puder,N,0,0,0
pullover,N,0,0,0
pulver,N,1,0,0
pumpe,N,0,0,0
punkt,N,0,0,0
puppe,N,0,0,0
purpur,N,0,0,0
puste,N,0,0,0
putzen,V,0,0,0
putzig,A,0,0,0
quader,N,0,0,0
qual,N,0,0,0
qualität,N,0,0,0
quelle,N,0,0,0
quote,N,0,0,0
rabatt,N,0,0,0
rabe,N,0,0,0
rache,N,0,0,0
rachen,N,0,0,0
radar,N,0,0,0
radau,N,0,0,0
radikale,N,0,0,0
rahmen,V,0,0,0
rakete,N,0,0,0
rampe,N,0,0,0
ramsch,N,0,0,0
rasierer,N,0,0,0
rasse,N,0,0,0
rast,N,0,0,0
rasthaus,N,0,0,0
rastlos,A,0,0,0
ratlos,A,0,0,0
ratte,N,0,0,0
raub,N,0,0,0
raubtier,N,0,0,0
rauchen,V,0,0,0
raucher,N,0,0,0
raum,N,0,0,0
raupe,N,0,0,0
rausch,N,0,0,0
razzia,N,0,0,0
realität,N,0,0,0
rebell,N,0,0,0
rechen,N,0,0,0
rechnen,V,0,0,0
rechnung,N,0,0,0
rede,N,0,0,0
redner,N,0,0,0
redselig,A,0,0,0
referat,N,0,0,0
reform,N,0,0,0
regal,N,0,0,0
regel,N,0,0,0
regen,N,0,0,0
regent,N,0,0,0
regentag,N,0,0,0
regieren,V,0,0,0
regierung,N,3,0,0
regler,N,0,0,0
reglos,A,0,0,0
regnen,V,0,0,0
regung,N,0,0,0
reiberei,N,0,0,0
reich,A,0,0,0
reichen,V,0,1,0
reichtum,N,0,0,0
reife,N,0,0,0
reigen,N,0,0,0
reihe,N,0,0,0
reiher,N,0,0,0
reinfall,N,0,0,0
reinheit,N,0,0,0
reise,N,0,0,0
reisen,V,0,0,0
reißen,V,0,0,0
reiter,N,0,0,0
reiz,N,0,0,0
reizen,V,0,0,0
reizvoll,A,0,0,0
rekord,N,0,0,0
rekrut,N,0,0,0
rektor,N,0,0,0
religion,N,0,0,0
rennen,V,0,0,0
renner,N,0,0,0
rente,N,0,0,0
republik,N,0,0,0
retten,V,0,0,0
retter,N,0,0,0
reue,N,0,0,0
revier,N,0,0,0
revolution,N,0,0,0
revolver,N,0,0,0
rheuma,N,0,0,0
richten,V,0,0,0
richter,N,0,0,0
riese,N,0,0,0
rinde,N,0,0,0
ring,N,0,0,0
riskant,A,0,0,0
ritter,N,0,0,0
ritze,N,0,0,0
rivale,N,0,0,0
rivalin,N,0,0,0
robbe,N,0,0,0
robust,A,0,0,0
rock,N,0,0,0
roggen,N,0,0,0
rolle,N,1,0,0
roman,N,0,0,0
romanze,N,0,0,0
rose,N,0,0,0
rosten,V,0,0,0
rotwein,N,0,0,0
rubin,N,0,0,0
rückkehr,N,0,0,0
rücklage,N,0,0,0
rücksicht,N,0,0,0
rudel,N,0,0,0
ruder,N,0,0,0
rufen,V,0,0,0
ruhe,N,0,0,0
ruhelos,A,0,0,0
ruhig,A,0,0,0
ruhm,N,0,0,0
ruhmlos,A,0,0,0
ruin,N,0,0,0
ruine,N,0,0,0
rummel,N,0,0,0
rumoren,V,0,0,0
runde,N,0,0,0
russe,N,0,0,0
rüssel,N,0,0,0
rutsche,N,0,0,0
rutschig,A,0,0,0
sabbern,V,0,0,0
sabotage,N,0,0,0
saboteur,N,0,0,0
sache,N,0,0,0
sachlich,A,0,0,0
sadismus,N,0,0,0
safari,N,0,0,0
saftig,A,0,0,0
säge,N,0,0,0
sagen,V,0,0,0
sahne,N,0,0,0
salat,N,0,0,0
salbe,N,0,0,0
salzig,A,0,0,0
samstag,N,0,0,0
sand,N,0,0,0
sandale,N,0,0,0
sandwich,N,0,0,0
sanft,A,0,0,0
sanktion,N,0,0,0
saphir,N,0,0,0
sarg,N,0,0,0
satan,N,0,0,0
satire,N,0,0,0
satt,A,0,0,0
satz,N,0,0,0
sauber,A,0,0,0
sauer,A,0,0,0
saufen,V,0,0,0
sauna,N,0,0,0
saxophon,N,0,0,0
schabe,N,0,0,0
schaden,V,0,0,0
schaf,N,0,0,0
schaffen,N,0,0,0
schaffung,N,0,0,0
schal,N,0,0,0
schale,N,0,0,0
scham,N,0,0,0
schande,N,0,0,0
scharf,A,0,0,0
schatten,N,0,0,0
schattig,A,0,0,0
schatz,N,0,0,0
schätzen,V,0,0,0
schauder,N,0,0,0
schauer,N,0,0,0
schaukel,N,0,0,0
schaurig,A,0,0,0
scheich,N,0,0,0
scheiden,V,0,0,0
scheitern,V,0,0,0
schelm,N,0,0,0
schelte,N,0,0,0
schenken,V,0,0,0
schere,N,0,0,0
scherz,N,0,0,0
scherzen,V,0,0,0
scheu,A,0,0,0
scheusal,N,0,0,0
schicksal,N,0,0,0
schieben,V,0,0,0
schielen,V,0,0,0
schießen,V,0,0,0
schiff,N,0,0,0
schikane,N,0,0,0
schildern,V,0,0,0
schiller,N,0,0,0
schimmel,N,0,0,0
schimmer,N,0,0,0
schimpf,N,0,0,0
schinden,V,0,0,0
schirm,N,0,0,0
schlacht,N,0,0,0
schlaf,N,0,0,0
schlafen,V,0,0,0
schlaff,A,0,0,0
schlag,N,0,0,0
schlagen,V,0,1,0
schlager,N,0,0,0
schlampe,N,0,0,0
schlapp,A,0,0,0
schlau,A,0,0,0
schlecht,A,0,0,0
schleim,N,0,0,0
schlicht,A,0,0,0
schließen,V,0,0,0
schlimm,A,0,0,0
schlinge,N,0,0,0
schloss,N,0,0,0
schlucht,N,0,0,0
schmerz,N,0,0,0
schminke,N,0,0,0
schmuck,N,0,0,0
schmutz,N,0,0,0
schnaps,N,0,0,0
schnecke,N,0,0,0
schnee,N,0,0,0
schock,N,0,0,0
schocken,V,0,0,0
schonung,N,0,0,0
schrank,N,0,0,0
schraube,N,0,0,0
schreck,N,0,0,0
schrei,N,0,0,0
schreiben,V,0,0,0
schreien,V,0,0,0
schrill,A,0,0,0
schritt,N,0,0,0
schroff,N,0,0,0
schrott,N,0,0,0
schuft,N,0,0,0
schuften,V,0,0,0
schuh,N,0,0,0
schuld,N,0,0,0
schulden,V,0,0,0
schule,N,0,0,0
schurke,N,0,0,0
schürze,N,0,0,0
schutt,N,0,0,0
schütteln,V,0,0,0
schutz,N,0,0,0
schützen,V,0,0,0
schwach,A,0,0,0
schwäche,N,0,0,0
schwamm,N,0,0,0
schwan,N,0,0,0
schwarz,A,0,0,0
schweben,V,0,0,0
schweigen,V,0,0,0
schwein,N,0,0,0
schwert,N,0,0,0
schwester,N,0,0,0
schwur,N,0,0,0
see,N,0,0,0
seekrank,A,0,0,0
seele,N,0,0,0
seenot,N,0,0,0
seereise,N,0,0,0
seerose,N,0,0,0
segel,N,0,0,0
segeln,V,0,0,0
segen,N,0,0,0
segnen,V,0,0,0
sehen,V,0,0,0
seher,N,0,0,0
sehne,N,0,0,0
sehnen,V,0,0,0
seide,N,0,0,0
seife,N,0,0,0
seil,N,0,0,0
seite,N,0,0,0
sekt,N,0,0,0
sekte,N,0,0,0
seltsam,A,0,0,0
senat,N,0,0,0
senken,V,0,0,0
sense,N,0,0,0
sensibel,A,0,0,0
serbe,N,0,0,0
sessel,N,0,0,0
setzen,V,0,1,0
seuche,N,0,0,0
seufzen,V,0,0,0
sex,N,0,0,0
sichel,N,0,0,0
sicherheit,N,0,0,0
sichern,V,0,0,0
sicherung,N,0,0,0
sieb,N,0,0,0
sieben,V,0,0,0
sieg,N,0,0,0
siegel,N,0,0,0
siegen,V,0,0,0
sieger,N,0,0,0
siesta,N,0,0,0
silbe,N,0,0,0
silber,N,0,0,0
silbern,A,0,0,0
simpel,A,0,0,0
sinfonie,N,0,0,0
singen,V,0,0,0
sinken,V,0,1,0
sinn,N,1,0,0
sinnlich,A,0,0,0
sinnvoll,A,0,0,0
sintflut,N,0,0,0
sippe,N,0,0,0
sirup,N,0,0,0
sitte,N,0,0,0
sittsam,A,0,0,0
situation,N,0,0,0
situiert,A,0,0,0
sitzen,V,0,0,0
sitzung,N,0,0,0
skalpell,N,0,0,0
skandal,N,0,0,0
skat,N,0,0,0
skelett,N,0,0,0
skepsis,N,0,0,0
sklave,N,0,0,0
sklavin,N,0,0,0
skorpion,N,0,0,0
skrupel,N,0,0,0
smaragd,N,0,0,0
snob,N,0,0,0
sodom,N,0,0,0
sofa,N,0,0,0
sohle,N,0,0,0
sohn,N,0,0,0
soldat,N,0,0,0
solist,N,0,0,0
sollen,V,0,1,0
sommer,N,1,0,0
sonnabend,N,0,0,0
sonne,N,0,0,0
sonnen,V,0,0,0
sonnig,A,0,0,0
sonntag,N,0,0,0
sorge,N,0,0,0
sorgen,N,2,0,0
sorgfalt,N,0,0,0
sorglos,A,0,0,0
sorte,N,0,0,0
souvenir,N,0,0,0
sozialist,N,0,0,0
spalten,V,0,0,0
spannend,A,0,0,0
spannung,N,0,0,0
sparen,V,0,0,0
spargel,N,0,0,0
sparsam,A,0,0,0
spaß,N,0,0,0
spende,N,0,0,0
spenden,V,0,0,0
spesen,N,0,0,0
spezial,N,0,0,0
speziell,A,0,0,0
spicken,V,0,0,0
spiegel,N,0,0,0
spiel,N,0,0,0
spielen,V,0,1,0
spinne,N,0,0,0
spinnen,V,0,0,0
spinner,N,0,0,0
spion,N,0,0,0
spionage,N,0,0,0
spitzel,N,0,0,0
spontan,A,0,0,0
sport,N,0,0,0
spott,N,0,0,0
sprache,N,0,0,0
sprechen,V,0,1,0
sprengen,V,0,0,0
spritze,N,0,0,0
spritzig,A,0,0,0
sprung,N,0,0,0
spucken,V,0,0,0
spuk,N,0,0,0
spuken,V,0,0,0
spule,N,0,0,0
spüren,V,0,0,0
spurlos,A,0,0,0
staat,N,1,0,0
stabil,A,0,1,0
stachlig,A,0,0,0
stamm,N,0,0,0
stammeln,V,0,0,0
stapeln,V,0,0,0
stark,A,0,3,0
stärke,N,1,0,0
stärken,V,0,0,0
starr,A,0,0,0
starre,N,0,0,0
starren,V,0,0,0
stau,N,0,0,0
staub,N,0,0,0
stauchen,V,0,0,0
staunen,V,0,0,0
steak,N,0,0,0
stechen,V,0,0,0
steg,N,0,0,0
stehen,V,0,1,0
stehlen,V,0,0,0
steif,A,0,0,0
steigen,V,0,0,0
steigern,V,0,2,0
steigerung,N,0,0,0
steil,A,0,0,0
stein,N,0,0,0
stelle,N,0,0,0
stellen,V,0,1,0
stelze,N,0,0,0
stempel,N,0,0,0
sterben,V,0,0,0
stereo,N,0,0,0
steril,A,0,0,0
stern,N,0,0,0
steuer,N,0,0,0
stich,N,0,0,0
sticheln,V,0,0,0
stiefel,N,0,0,0
stier,N,0,0,0
still,A,0,0,0
stilvoll,A,0,0,0
stimmung,N,0,0,0
stinken,V,0,0,0
stoisch,A,0,0,0
stolpern,V,0,0,0
stolz,N,0,0,0
storch,N,0,0,0
stören,V,0,0,0
stoßen,V,0,0,0
stottern,V,0,0,0
strafbar,A,0,0,0
strafe,N,0,0,0
strafen,V,0,0,0
straftat,N,0,0,0
strahlen,V,0,0,0
strand,N,0,0,0
strapaze,N,0,0,0
straße,N,0,0,0
strauß,N,0,0,0
strebsam,A,0,0,0
streich,N,0,0,0
streichen,V,0,1,0
streik,N,0,0,0
streit,N,0,0,0
streng,A,0,0,0
strumpf,N,0,0,0
stube,N,0,0,0
studieren,V,0,0,0
stufe,N,0,0,0
stuhl,N,0,0,0
stumm,A,0,0,0
stunde,N,0,0,0
stur,A,0,0,0
sturm,N,0,0,0
sturz,N,0,0,0
stürzen,V,0,0,0
stute,N,0,0,0
stützen,V,0,0,0
suche,N,1,0,0
suchen,V,0,0,0
sucht,N,0,0,0
sumpf,N,0,0,0
super,A,0,0,0
suppe,N,0,0,0
symptom,N,0,0,0
szene,N,0,0,0
tabak,N,0,0,0
tablett,N,0,0,0
tablette,N,0,0,0
tabu,A,0,0,0
tadel,N,0,0,0
tadellos,A,0,0,0
tadeln,V,0,0,0
tafel,N,0,0,0
tag,N,7,0,0
tagung,N,0,0,0
taifun,N,0,0,0
taktik,N,0,0,0
taktvoll,A,0,0,0
talent,N,0,0,0
taler,N,0,0,0
tampon,N,0,0,0
tandem,N,0,0,0
tanne,N,0,0,0
tante,N,0,0,0
tanzen,V,0,0,0
tapfer,A,0,0,0
tarif,N,0,0,0
tarnen,V,0,0,0
tarnung,N,0,0,0
tasche,N,0,0,0
tasse,N,0,0,0
taste,N,0,0,0
tat,N,0,0,0
tätigkeit,N,0,0,0
tatort,N,0,0,0
tatsache,N,0,0,0
taub,A,0,0,0
taube,N,0,0,0
tauchen,V,0,0,0
taufe,N,0,0,0
taumel,N,0,0,0
taumeln,V,0,0,0
teddy,N,0,0,0
teil,N,0,0,0
teilen,V,0,0,0
teilnahme,N,0,0,0
telefon,N,0,0,0
teller,N,0,0,0
tempel,N,0,0,0
tempo,N,0,0,0
tendenz,N,1,0,0
tenor,N,0,0,0
teppich,N,0,0,0
terror,N,0,0,0
test,N,0,0,0
testen,V,0,0,0
teuer,A,0,0,0
teufel,N,0,0,0
theater,N,0,0,0
theke,N,0,0,0
thema,N,0,0,0
therapie,N,0,0,0
thriller,N,0,0,0
thron,N,0,0,0
tiefe,N,1,0,0
tier,N,0,0,0
tiger,N,0,0,0
tinte,N,0,0,0
tisch,N,0,0,0
titel,N,0,0,0
toast,N,0,0,0
toaster,N,0,0,0
toben,V,0,0,0
tochter,N,0,0,0
tod,N,0,0,0
todfeind,N,0,0,0
toilette,N,0,0,0
tolerant,A,0,0,0
toleranz,N,0,0,0
toll,A,0,0,0
tomate,N,0,0,0
ton,N,0,0,0
tonfall,N,0,0,0
tonlos,A,0,0,0
tonne,N,1,0,0
topfit,A,0,0,0
torheit,N,0,0,0
torkeln,V,0,0,0
torpedo,N,0,0,0
torte,N,0,0,0
tortur,N,0,0,0
tot,A,0,0,0
tote,N,0,0,0
töten,V,0,0,0
tourist,N,0,0,0
toxisch,A,0,0,0
tracht,N,0,0,0
trachten,V,0,0,0
tradition,N,0,0,0
trage,N,0,0,0
tragen,V,0,0,0
tragik,N,0,0,0
tragisch,A,0,0,0
traktor,N,0,0,0
trampel,N,0,0,0
trance,N,0,0,0
träne,N,0,0,0
traube,N,0,0,0
trauer,N,0,0,0
trauern,V,0,0,0
traum,N,0,0,0
trauma,N,0,0,0
traurig,A,0,0,0
trauring,N,0,0,0
trauung,N,0,0,0
treffen,V,0,0,0
treffer,N,0,0,0
treiben,V,0,0,0
trend,N,0,0,0
trennen,V,0,0,0
trennung,N,0,0,0
treppe,N,0,0,0
tresor,N,0,0,0
treten,V,0,0,0
treu,A,0,0,0
treue,N,0,0,0
treulos,A,0,0,0
triangel,N,0,0,0
trieb,N,0,0,0
triefen,V,0,0,0
trinken,V,0,0,0
trist,A,0,0,0
tritt,N,0,0,0
triumph,N,0,0,0
trommel,N,0,0,0
tropen,N,0,0,0
tropfen,V,0,0,0
tropisch,A,0,0,0
trost,N,0,0,0
trostlos,A,0,0,0
trotz,N,0,0,0
trotzig,A,0,0,0
trug,N,0,0,0
truhe,N,0,0,0
trunken,A,0,0,0
truppe,N,0,0,0
tugend,N,0,0,0
tulpe,N,0,0,0
tumor,N,0,0,0
tumult,N,0,0,0
tunnel,N,0,0,0
turban,N,0,0,0
turm,N,0,0,0
tuscheln,V,0,0,0
typhus,N,0,0,0
tyrann,N,0,0,0
übel,N,0,0,0
übelkeit,N,0,0,0
üben,V,0,0,0
überfall,N,0,0,0
übergeben,V,0,0,0
übergehen,V,0,0,0
überlegen,V,0,0,0
übermut,N,0,0,0
übernahme,N,0,0,0
übersehen,V,0,0,0
überwinden,V,0,0,0
überzeugen,V,0,0,0
uferlos,A,0,0,0
uhr,N,0,0,0
umarmen,V,0,0,0
umbruch,N,0,0,0
umfang,N,0,0,0
umringen,V,0,0,0
umsatz,N,0,0,0
umsicht,N,0,0,0
umsonst,A,0,0,0
umsorgen,V,0,0,0
umsturz,N,0,0,0
umtrunk,N,0,0,0
umweg,N,0,0,0
unart,N,0,0,0
unbefugt,A,0,0,0
unbequem,A,0,0,0
undank,N,0,0,0
unding,N,0,0,0
unfair,A,0,0,0
unfall,N,0,0,0
unfriede,N,0,0,0
unfug,N,0,0,0
ungeahnt,A,0,0,0
ungeduld,N,0,0,0
ungeheuer,N,0,0,0
ungesund,A,0,0,0
ungnade,N,0,0,0
unheil,N,0,0,0
unkosten,N,0,0,0
unkraut,N,0,0,0
unlust,N,0,0,0
unmensch,N,0,0,0
unmut,N,0,0,0
unnahbar,A,0,0,0
unrat,N,0,0,0
unrecht,N,0,0,0
unruh,N,0,0,0
unruhe,N,0,0,0
unschuld,N,0,0,0
unsinn,N,0,0,0
untat,N,0,0,0
untergang,N,0,0,0
unterton,N,0,0,0
untier,N,0,0,0
untreue,N,0,0,0
unwesen,N,0,0,0
unwetter,N,0,0,0
urlaub,N,0,0,0
urlauber,N,0,0,0
urne,N,0,0,0
urteil,N,0,0,0
urwald,N,0,0,0
vampir,N,0,0,0
vanille,N,0,0,0
vater,N,0,0,0
vaterland,N,0,0,0
vehemenz,N,0,0,0
veilchen,N,0,0,0
ventil,N,0,0,0
venus,N,0,0,0
veranda,N,0,0,0
verändern,V,0,0,0
verarmen,V,0,0,0
verband,N,0,0,0
verbessern,V,0,0,0
verbieten,V,0,0,0
verbinden,V,0,0,0
verbot,N,0,0,0
verboten,A,0,0,0
verbrechen,N,0,0,0
verdacht,N,0,0,0
verdanken,V,0,0,0
verderb,N,0,0,0
verdienen,V,0,0,0
verdienst,N,0,0,0
verdreht,A,0,0,0
verehrer,N,0,0,0
verenden,V,0,0,0
verfahren,N,0,0,0
verfall,N,1,0,0
verfassung,N,0,0,0
verflixt,A,0,0,0
verfolgen,V,0,0,0
verfügen,V,0,0,0
verfügung,N,1,0,0
vergasen,V,0,0,0
vergeben,V,0,0,0
vergehen,V,0,0,0
vergessen,V,0,0,0
verhaften,V,0,0,0
verhältnis,N,2,0,0
verhindern,V,0,1,0
verirren,V,0,0,0
verkaufen,V,0,0,0
verkehr,N,0,0,0
verlangen,V,0,0,0
verlassen,V,0,0,0
verlaufen,V,0,0,0
verlegen,V,0,0,0
verleihen,V,0,0,0
verletzen,V,0,0,0
verletzt,A,0,0,0
verletzung,N,0,0,0
verlieren,V,0,0,0
verlies,N,0,0,0
verloben,V,0,0,0
verlogen,A,0,0,0
verlust,N,0,0,0
vermeiden,V,0,0,0
vermieten,V,0,0,0
vermögen,N,0,0,0
vermuten,V,0,0,0
vernichten,V,0,0,0
vernunft,N,0,0,0
verrat,N,0,0,0
verraten,V,0,0,0
verruf,N,0,0,0
versagen,V,0,0,0
versager,N,0,0,0
versehen,N,0,0,0
versetzen,V,0,0,0
versichern,V,0,0,0
versorgung,N,1,0,0
verstand,N,0,0,0
verstärken,V,0,0,0
versteck,N,0,0,0
verstehen,V,0,0,0
versuch,N,0,0,0
verteilen,V,0,0,0
vertrag,N,0,0,0
vertrauen,N,0,0,0
vertraut,A,0,0,0
vertreten,V,0,0,0
vertreter,N,0,0,0
verwaist,A,0,0,0
verwaltung,N,0,0,0
verwandeln,V,0,0,0
verwandt,A,0,0,0
verwegen,A,0,0,0
verweigern,V,0,0,0
verweint,A,0,0,0
verweis,N,0,0,0
verweisen,V,0,0,0
verwesen,V,0,0,0
verzehr,N,0,0,0
verzicht,N,0,0,0
verzichten,V,0,1,0
veto,N,0,0,0
villa,N,0,0,0
virus,N,0,0,0
visum,N,0,0,0
vital,A,0,0,0
vitamin,N,0,0,0
vogel,N,0,0,0
volk,N,0,0,0
vollmond,N,0,0,0
vollziehen,V,0,0,0
vorbau,N,0,0,0
vorbild,N,0,0,0
voreilig,A,0,0,0
vorfall,N,0,0,0
vorhaben,N,0,0,0
vorkommen,N,1,0,0
vorliebe,N,0,0,0
vormund,N,0,0,0
vornehm,A,0,0,0
vornehmen,V,0,1,0
vorrat,N,0,0,0
vorschlag,N,0,0,0
vorsicht,N,0,0,0
vorsorge,N,0,0,0
vorspiel,N,0,0,0
vorstand,N,0,0,0
vorstellen,V,0,0,0
vorteil,N,0,0,0
vortrag,N,0,0,0
vorwand,N,0,0,0
vorwurf,N,0,0,0
vorzug,N,0,0,0
vulkan,N,0,0,0
waage,N,0,0,0
wabe,N,0,0,0
wache,N,0,0,0
wachsam,A,0,0,0
wachsen,V,0,1,0
wachstum,N,1,0,0
waffe,N,0,0,0
waffel,N,0,0,0
wagemut,N,0,0,0
wagen,N,0,0,0
wagnis,N,0,0,0
wahl,N,0,0,0
wählen,V,0,0,0
wahllos,A,0,0,0
wahn,N,0,0,0
wahnsinn,N,0,0,0
wahren,V,0,0,0
wahrheit,N,0,0,0
waise,N,0,0,0
wald,N,0,0,0
walnuss,N,0,0,0
walzer,N,0,0,0
wand,N,0,0,0
wandern,V,0,0,0
wange,N,0,0,0
wanne,N,0,0,0
wanze,N,0,0,0
warm,A,0,0,0
warnen,V,0,0,0
warnung,N,0,0,0
warterei,N,0,0,0
warze,N,0,0,0
wasser,N,0,0,0
watte,N,0,0,0
weber,N,0,0,0
wecken,V,0,0,0
wecker,N,0,0,0
weg,N,0,0,0
wegjagen,V,0,0,0
wehklage,N,0,0,0
wehmut,N,0,0,0
wehr,N,0,0,0
wehren,V,0,0,0
wehrlos,A,0,0,0
weiblich,A,0,0,0
weich,A,0,0,0
weichen,V,0,0,0
weide,N,0,0,0
weigern,V,0,0,0
wein,N,0,0,0
weinen,V,0,0,0
weise,A,0,0,0
weisen,V,0,0,0
weisheit,N,0,0,0
weit,A,0,0,0
weite,N,0,0,0
welken,V,0,0,0
welle,N,0,0,0
welpe,N,0,0,0
welt,N,4,0,0
weltall,N,0,0,0
weltfern,A,0,0,0
weltkrieg,N,0,0,0
weltruhm,N,0,0,0
wenden,V,0,0,0
wenig,A,0,0,0
werbung,N,0,0,0
werfen,V,0,0,0
werk,N,0,0,0
wert,N,0,0,0
wertlos,A,0,0,0
wertvoll,A,0,0,0
werwolf,N,0,0,0
wespe,N,0,0,0
weste,N,0,0,0
wetten,V,0,0,0
whisky,N,0,0,0
widerstand,N,0,0,0
widmen,V,0,0,0
wiege,N,0,0,0
wiese,N,0,0,0
wille,N,0,0,0
willen,N,0,0,0
wind,N,0,0,0
winseln,V,0,0,0
winter,N,0,0,0
wippe,N,0,0,0
wirken,V,0,0,0
wirkung,N,0,0,0
wirrnis,N,0,0,0
wissen,N,0,0,0
witwe,N,0,0,0
witwer,N,0,0,0
woche,N,0,0,0
wochenende,N,0,0,0
wodka,N,0,0,0
wohltat,N,0,0,0
wohnen,V,0,0,0
wohnheim,N,0,0,0
wohnung,N,0,0,0
wolke,N,0,0,0
wolle,N,0,0,0
wollen,V,0,2,0
wollust,N,0,0,0
wonne,N,0,0,0
wort,N,0,0,0
wortkarg,A,0,0,0
wuchern,V,0,0,0
wucht,N,0,0,0
wunde,N,0,0,0
wunder,N,0,0,0
wundern,V,0,0,0
wunsch,N,0,0,0
wünschen,V,0,0,0
würdigen,V,0,0,0
würfel,N,0,0,0
wurm,N,0,0,0
wurst,N,0,0,0
